enterprise_id,segment,sector,years_in_operation,is_ntc,is_ntb,gst_registered,gst_filing_consistency_pct,gst_turnover_growth_rate,gst_avg_monthly_turnover_inr,gst_late_filing_count_12m,upi_available,upi_monthly_txn_count,upi_avg_inflow_inr,upi_inflow_volatility,upi_bounce_rate_pct,aa_consent_given,aa_avg_bank_balance_inr,aa_trade_payable_days,aa_cash_flow_ratio,aa_emi_to_inflow_ratio,aa_overdraft_utilization_pct,epfo_registered,epfo_employee_count,epfo_contribution_consistency_pct,epfo_avg_wage_inr,epfo_employee_growth_rate,default_flag,gst_score,upi_score,aa_score,epfo_score,overall_health_score,risk_tier
MSME101021,Small,Services,7.2,0,1,1,18.7,-7.88,262700.0,4.0,1,44.0,127200.0,0.359,11.01,1,48400.0,75.5,0.0,0.419,55.7,0,,,,,0,27.5,47.4,42.0,,38.5,High Risk
MSME101022,Medium,Services,12.6,0,0,1,91.6,-7.1,4645500.0,1.0,1,1525.0,4323400.0,0.095,7.97,0,,,,,,1,105.0,90.1,19200.0,-1.6,0,71.7,82.8,,60.2,73.2,Low Risk
MSME101023,Micro,Trading/Retail,3.7,0,0,1,19.7,8.58,33900.0,2.0,1,6.0,19500.0,0.574,11.57,0,,,,,,0,,,,,0,37.9,40.8,,,39.2,High Risk
MSME101024,Small,Trading/Retail,2.0,1,0,1,18.3,-6.77,204000.0,6.0,0,,,,,0,,,,,,1,28.0,44.9,9700.0,-2.96,0,22.6,,,33.3,26.2,High Risk
MSME101025,Micro,Trading/Retail,8.4,0,1,1,67.2,-0.26,50800.0,1.0,1,14.0,37400.0,0.495,0.0,0,,,,,,0,,,,,0,61.5,53.1,,,57.7,Moderate Risk
MSME101026,Medium,Manufacturing,11.6,0,0,1,64.1,13.32,2531100.0,1.0,1,793.0,1904800.0,0.138,7.35,0,,,,,,1,104.0,77.6,17400.0,-4.28,0,64.0,69.4,,52.0,63.4,Low Risk
MSME101027,Micro,Services,7.6,0,0,0,,,,,1,12.0,39400.0,0.323,1.67,1,24300.0,47.5,0.96,0.306,37.4,0,,,,,0,,56.0,60.7,,58.6,Moderate Risk
MSME101028,Small,Trading/Retail,2.3,1,0,1,57.4,6.84,245200.0,4.0,0,,,,,1,101100.0,74.9,0.13,0.428,64.9,0,,,,,0,51.3,,41.0,,46.2,Moderate Risk
MSME101029,Micro,Manufacturing,22.7,0,1,1,96.7,-8.27,45700.0,0.0,0,,,,,0,,,,,,0,,,,,0,76.4,,,,76.4,Low Risk
MSME101030,Micro,Trading/Retail,1.6,0,0,1,34.2,1.48,39000.0,5.0,1,11.0,26000.0,0.254,11.38,1,17200.0,56.2,0.8,0.394,36.5,0,,,,,0,35.5,49.2,55.8,,46.7,Moderate Risk
MSME101031,Small,Manufacturing,5.9,0,0,1,76.8,8.0,327700.0,2.0,1,91.0,227900.0,0.164,5.22,1,198500.0,47.2,1.12,0.284,42.1,0,,,,,0,66.3,58.3,61.6,,62.3,Low Risk
MSME101032,Micro,Trading/Retail,12.5,0,1,1,41.6,-4.51,47800.0,2.0,1,13.0,28100.0,0.454,12.62,1,15600.0,72.4,0.87,0.413,39.3,0,,,,,0,44.9,43.1,52.5,,47.1,Moderate Risk
MSME101033,Small,Trading/Retail,5.5,0,0,1,20.5,9.74,224500.0,3.0,1,45.0,153400.0,0.346,8.71,1,93100.0,88.0,0.49,0.594,68.8,1,26.0,43.7,16100.0,4.75,0,36.2,49.8,36.2,38.7,40.0,High Risk
MSME101034,Micro,Trading/Retail,8.5,0,0,1,67.6,6.53,50400.0,2.0,1,9.0,28500.0,0.051,6.86,1,30100.0,65.1,0.69,0.377,22.9,0,,,,,0,61.3,58.3,56.6,,58.8,Moderate Risk
MSME101035,Small,Food Processing,0.9,1,0,0,,,,,0,,,,,1,31500.0,30.8,2.0,0.272,23.3,1,36.0,87.2,16800.0,5.79,0,,,75.1,61.2,70.5,Low Risk
MSME101036,Micro,Agriculture & Allied,8.2,0,0,1,5.0,8.67,35400.0,4.0,1,6.0,17100.0,0.312,14.99,0,,,,,,0,,,,,0,25.6,44.5,,,34.2,High Risk
MSME101037,Micro,Food Processing,2.2,0,0,1,5.6,6.31,35800.0,11.0,1,11.0,14100.0,0.695,16.02,0,,,,,,1,1.0,5.0,16600.0,3.93,1,15.2,33.9,,19.2,22.7,High Risk
MSME101038,Micro,Trading/Retail,6.0,0,1,0,,,,,1,8.0,21300.0,0.61,14.59,1,13300.0,86.0,0.66,0.564,50.8,0,,,,,1,,37.3,42.2,,40.0,High Risk
MSME101039,Micro,IT/ITES,1.6,1,0,1,9.6,-14.79,25800.0,9.0,1,4.0,12400.0,0.509,15.69,0,,,,,,0,,,,,0,10.9,38.8,,,23.6,High Risk
MSME101040,Micro,IT/ITES,8.8,0,1,1,12.6,16.97,24400.0,7.0,1,8.0,15600.0,0.39,9.32,0,,,,,,0,,,,,0,24.4,47.5,,,34.9,High Risk
MSME101041,Small,Services,7.5,1,1,1,66.2,-3.74,327400.0,0.0,1,65.0,201800.0,0.144,6.16,1,145800.0,61.0,0.46,0.422,52.5,0,,,,,0,62.5,57.5,48.5,,56.1,Moderate Risk
MSME101042,Small,Trading/Retail,5.9,0,0,0,,,,,0,,,,,1,9100.0,81.6,0.6,0.473,62.8,1,17.0,5.4,10800.0,0.4,1,,,42.6,15.5,33.6,High Risk
MSME101043,Small,Construction,10.4,0,0,1,27.0,15.6,226900.0,2.0,1,41.0,163700.0,0.403,8.09,0,,,,,,1,23.0,63.5,16500.0,3.99,0,43.7,48.8,,48.4,46.5,Moderate Risk
MSME101044,Micro,IT/ITES,8.0,0,1,0,,,,,1,15.0,29500.0,0.386,13.88,1,12200.0,61.4,0.76,0.458,53.0,0,,,,,1,,43.7,49.6,,46.9,Moderate Risk
MSME101045,Micro,Construction,1.5,1,0,1,17.6,-0.37,30700.0,2.0,0,,,,,0,,,,,,0,,,,,0,34.2,,,,34.2,High Risk
MSME101046,Micro,Food Processing,10.2,0,1,0,,,,,1,11.0,37200.0,0.274,9.15,1,10800.0,57.1,0.74,0.392,49.9,0,,,,,0,,50.6,52.6,,51.7,Moderate Risk
MSME101047,Small,Food Processing,8.1,0,0,0,,,,,1,10.0,20900.0,0.469,13.78,0,,,,,,1,21.0,30.8,15300.0,-5.67,0,,41.6,,27.1,36.2,High Risk
MSME101048,Small,IT/ITES,2.7,1,1,1,16.4,19.87,306200.0,4.0,0,,,,,1,96600.0,56.1,0.98,0.45,58.5,0,,,,,1,34.7,,51.3,,43.0,Moderate Risk
MSME101049,Micro,Trading/Retail,5.3,0,0,1,8.1,-4.28,35300.0,5.0,1,4.0,17100.0,0.415,15.3,0,,,,,,0,,,,,0,20.8,41.6,,,30.3,High Risk
MSME101050,Small,Trading/Retail,3.6,1,0,1,5.0,-8.91,182900.0,7.0,0,,,,,0,,,,,,0,,,,,1,12.8,,,,12.8,High Risk
MSME101051,Micro,Textile,19.1,0,1,1,73.7,1.3,38500.0,4.0,1,7.0,30900.0,0.08,7.43,1,10900.0,31.0,0.78,0.086,19.9,0,,,,,0,57.7,57.0,71.6,,62.4,Low Risk
MSME101052,Micro,Trading/Retail,2.0,0,0,1,12.2,-13.22,32200.0,4.0,0,,,,,0,,,,,,0,,,,,1,22.6,,,,22.6,High Risk
MSME101053,Micro,Manufacturing,3.7,0,0,0,,,,,1,15.0,38000.0,0.235,6.41,0,,,,,,1,2.0,80.7,13200.0,-4.95,0,,54.1,,51.6,53.2,Moderate Risk
MSME101054,Micro,Manufacturing,5.0,0,0,0,,,,,1,11.0,20600.0,0.474,18.12,0,,,,,,0,,,,,0,,37.7,,,37.7,High Risk
MSME101055,Small,Trading/Retail,5.8,0,0,1,49.6,2.94,265900.0,2.0,1,51.0,154700.0,0.4,9.57,0,,,,,,1,21.0,57.4,17400.0,9.92,0,51.2,47.8,,48.4,49.4,Moderate Risk
MSME101056,Small,Trading/Retail,3.8,0,0,0,,,,,1,12.0,25800.0,0.322,6.8,0,,,,,,0,,,,,0,,51.5,,,51.5,Moderate Risk
MSME101057,Micro,Services,5.7,0,0,0,,,,,1,5.0,34600.0,0.464,7.26,0,,,,,,0,,,,,0,,47.4,,,47.4,Moderate Risk
MSME101058,Micro,Manufacturing,7.6,0,0,1,47.0,-2.09,29800.0,5.0,1,1.0,18500.0,0.537,7.55,0,,,,,,1,2.0,33.3,13000.0,-3.33,1,40.9,45.2,,28.6,39.8,High Risk
MSME101059,Small,Services,2.9,1,0,1,5.0,-11.87,242100.0,6.0,1,42.0,76500.0,0.595,15.3,1,42200.0,77.7,0.03,0.672,65.2,1,23.0,11.7,8900.0,-0.68,0,14.4,37.6,33.1,17.4,26.3,High Risk
MSME101060,Medium,Manufacturing,3.8,1,0,1,52.6,-0.25,2147800.0,3.0,0,,,,,1,523800.0,50.5,0.89,0.358,35.4,0,,,,,0,49.2,,58.7,,54.0,Moderate Risk
MSME101061,Micro,Agriculture & Allied,16.4,0,0,0,,,,,1,15.0,33400.0,0.065,1.52,0,,,,,,0,,,,,0,,62.7,,,62.7,Low Risk
MSME101062,Micro,Services,10.3,0,0,0,,,,,1,13.0,31500.0,0.101,12.05,0,,,,,,0,,,,,0,,52.5,,,52.5,Moderate Risk
MSME101063,Small,IT/ITES,10.2,0,0,1,86.9,8.88,208700.0,4.0,1,63.0,140500.0,0.385,5.65,0,,,,,,0,,,,,0,66.6,51.8,,,59.9,Moderate Risk
MSME101064,Micro,Manufacturing,1.4,0,1,0,,,,,1,14.0,33100.0,0.259,10.2,0,,,,,,0,,,,,0,,50.2,,,50.2,Moderate Risk
MSME101065,Medium,Trading/Retail,18.2,0,0,1,93.2,-11.19,2488300.0,2.0,0,,,,,1,1539000.0,29.6,1.02,0.338,22.4,1,106.0,90.1,17200.0,3.21,0,68.7,,66.4,61.6,66.4,Low Risk
MSME101066,Micro,Construction,4.9,0,1,1,14.3,10.3,38300.0,4.0,1,10.0,23600.0,0.396,9.71,1,16700.0,71.6,0.49,0.597,58.3,0,,,,,0,30.7,47.0,41.0,,39.1,High Risk
MSME101067,Small,Textile,11.0,0,1,1,94.8,-7.2,332000.0,1.0,0,,,,,0,,,,,,0,,,,,0,73.2,,,,73.2,Low Risk
MSME101068,Micro,Trading/Retail,6.0,1,0,0,,,,,1,9.0,30600.0,0.473,11.93,1,11800.0,83.4,0.09,0.558,64.8,1,2.0,14.0,17600.0,3.27,1,,43.1,35.7,23.7,35.8,High Risk
MSME101069,Micro,Food Processing,0.9,1,1,0,,,,,1,9.0,27400.0,0.535,13.28,1,6100.0,96.2,0.05,0.721,65.8,0,,,,,1,,40.4,28.6,,34.0,High Risk
MSME101070,Small,Food Processing,4.0,0,0,1,6.6,16.13,246900.0,5.0,1,54.0,120800.0,0.527,13.3,0,,,,,,1,23.0,42.6,13900.0,-1.36,0,26.1,41.3,,34.5,33.3,High Risk
MSME101071,Micro,Trading/Retail,10.4,1,0,1,10.3,-0.08,32200.0,3.0,1,4.0,18200.0,0.42,9.47,0,,,,,,0,,,,,0,28.1,46.5,,,36.5,High Risk
MSME101072,Micro,Services,10.6,0,1,1,78.5,11.61,39600.0,2.0,1,13.0,27800.0,0.172,8.09,1,16200.0,60.8,1.23,0.469,40.6,1,5.0,39.9,12900.0,8.65,1,68.2,54.2,55.4,37.4,56.2,Moderate Risk
MSME101073,Medium,Trading/Retail,6.2,0,0,1,91.5,4.92,2529900.0,2.0,1,790.0,1551400.0,0.218,2.94,1,1790800.0,41.8,1.59,0.125,10.2,1,120.0,79.5,20100.0,-7.3,0,72.7,71.2,76.7,52.6,70.5,Low Risk
MSME101074,Small,Trading/Retail,1.9,0,1,0,,,,,0,,,,,1,22700.0,79.4,0.55,0.521,47.1,1,24.0,34.6,13800.0,-4.65,0,,,44.4,28.9,39.2,High Risk
MSME101075,Micro,Textile,11.2,1,0,1,22.3,13.71,48800.0,7.0,1,14.0,25300.0,0.378,8.22,0,,,,,,0,,,,,0,28.3,48.9,,,37.7,High Risk
MSME101076,Micro,Services,2.9,0,1,1,14.9,-0.97,30000.0,3.0,1,6.0,18500.0,0.416,9.69,0,,,,,,0,,,,,0,30.2,46.5,,,37.6,High Risk
MSME101077,Micro,Construction,6.0,0,0,0,,,,,1,12.0,25200.0,0.496,12.36,0,,,,,,0,,,,,0,,42.2,,,42.2,Moderate Risk
MSME101078,Small,Construction,7.9,0,0,0,,,,,1,10.0,32200.0,0.276,10.28,1,24200.0,59.8,1.08,0.274,52.5,1,29.0,57.4,17200.0,3.17,1,,49.6,57.3,45.2,52.0,Moderate Risk
MSME101079,Micro,IT/ITES,8.5,0,0,1,80.0,-8.4,31200.0,10.0,1,11.0,17900.0,0.181,10.96,1,11500.0,92.5,1.01,0.433,53.6,0,,,,,0,48.0,51.4,46.7,,48.5,Moderate Risk
MSME101080,Micro,Manufacturing,7.7,0,0,0,,,,,1,13.0,39000.0,0.246,4.37,0,,,,,,0,,,,,0,,55.6,,,55.6,Moderate Risk
MSME101081,Small,Manufacturing,2.5,0,1,0,,,,,1,10.0,25700.0,0.515,12.7,0,,,,,,1,21.0,25.6,15200.0,-1.37,0,,41.4,,26.5,35.8,High Risk
MSME101082,Medium,Manufacturing,3.7,1,1,1,12.5,-6.2,1949500.0,5.0,0,,,,,0,,,,,,0,,,,,0,22.4,,,,22.4,High Risk
MSME101083,Small,Food Processing,2.4,0,0,1,9.7,1.96,247100.0,7.0,1,38.0,84100.0,0.606,20.04,0,,,,,,1,17.0,9.6,8300.0,8.44,0,18.4,33.1,,20.3,24.1,High Risk
MSME101084,Medium,Services,9.0,0,1,1,61.8,-12.44,1918600.0,5.0,0,,,,,1,764500.0,67.1,0.94,0.409,37.7,0,,,,,0,45.2,,54.3,,49.8,Moderate Risk
MSME101085,Small,Construction,8.1,0,0,1,6.6,-4.82,175200.0,7.0,0,,,,,0,,,,,,1,16.0,5.0,13000.0,8.78,0,14.9,,,20.0,16.6,High Risk
MSME101086,Small,Manufacturing,2.8,0,1,1,38.3,0.99,334200.0,5.0,1,79.0,209900.0,0.612,11.99,0,,,,,,1,18.0,48.5,16600.0,-6.76,0,37.4,40.8,,36.0,38.3,High Risk
MSME101087,Small,Trading/Retail,9.9,0,0,1,61.0,1.79,390600.0,0.0,0,,,,,0,,,,,,1,22.0,60.5,13600.0,0.28,0,61.5,,,44.1,55.7,Moderate Risk
MSME101088,Micro,Textile,9.9,0,0,0,,,,,1,12.0,23200.0,0.504,11.33,1,16400.0,91.9,0.78,0.456,65.9,0,,,,,1,,42.9,42.0,,42.4,Moderate Risk
MSME101089,Micro,Textile,12.3,0,1,1,88.7,8.09,48400.0,1.0,1,11.0,30400.0,0.369,5.11,1,23100.0,51.5,0.99,0.261,20.5,0,,,,,0,74.8,51.8,64.8,,64.5,Low Risk
MSME101090,Micro,Manufacturing,7.9,0,1,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME101091,Small,Food Processing,8.3,0,0,1,80.3,-1.18,368400.0,3.0,1,93.0,260500.0,0.501,8.87,0,,,,,,1,22.0,57.9,15300.0,1.84,0,62.8,46.6,,44.1,53.0,Moderate Risk
MSME101092,Micro,Services,3.9,0,0,1,39.4,-17.63,34700.0,4.0,1,3.0,26800.0,0.263,9.96,1,14100.0,53.1,1.02,0.408,42.7,0,,,,,0,34.9,50.1,56.4,,47.0,Moderate Risk
MSME101093,Micro,Construction,4.7,1,0,1,28.0,5.64,41900.0,4.0,1,9.0,16400.0,0.47,11.47,0,,,,,,0,,,,,0,36.2,43.6,,,39.6,High Risk
MSME101094,Micro,Manufacturing,11.5,0,1,0,,,,,1,10.0,32800.0,0.316,8.12,0,,,,,,0,,,,,0,,50.5,,,50.5,Moderate Risk
MSME101095,Micro,Services,3.3,0,0,1,5.0,11.06,41300.0,3.0,1,4.0,17900.0,0.574,13.07,1,10100.0,111.4,0.14,0.495,53.8,0,,,,,0,28.8,39.5,35.2,,34.2,High Risk
MSME101096,Micro,Trading/Retail,2.6,0,0,1,14.0,-10.21,38000.0,8.0,0,,,,,0,,,,,,0,,,,,0,14.4,,,,14.4,High Risk
MSME101097,Small,Trading/Retail,8.3,0,1,1,89.2,18.75,519300.0,1.0,1,168.0,349400.0,0.246,5.69,1,266200.0,54.2,0.95,0.113,20.9,0,,,,,0,78.2,57.1,68.0,,68.4,Low Risk
MSME101098,Small,Construction,0.8,1,0,1,5.0,-6.54,180500.0,6.0,1,26.0,67000.0,0.549,9.74,0,,,,,,1,18.0,5.0,13100.0,-7.45,0,16.0,43.4,,12.6,25.1,High Risk
MSME101099,Micro,Manufacturing,3.1,1,1,0,,,,,1,9.0,24700.0,0.252,9.94,1,7500.0,71.2,0.69,0.419,69.4,1,5.0,13.3,15000.0,-7.43,0,,50.5,45.2,17.5,41.2,Moderate Risk
MSME101100,Micro,Trading/Retail,12.6,0,1,1,12.6,-6.66,36400.0,1.0,1,12.0,23500.0,0.282,16.6,1,15300.0,86.7,0.43,0.546,44.8,1,4.0,18.1,11600.0,-0.96,0,32.3,43.9,42.0,21.5,36.5,High Risk
MSME101101,Micro,Trading/Retail,14.3,0,0,0,,,,,1,9.0,40700.0,0.347,9.15,1,28200.0,57.0,0.95,0.369,31.2,0,,,,,0,,48.8,58.5,,54.1,Moderate Risk
MSME101102,Small,Manufacturing,10.7,0,1,0,,,,,0,,,,,1,25800.0,63.5,1.09,0.469,45.6,0,,,,,0,,,52.9,,52.9,Moderate Risk
MSME101103,Small,Construction,5.8,0,1,0,,,,,0,,,,,1,20900.0,63.1,0.7,0.265,49.4,1,24.0,34.3,16100.0,-7.13,0,,,54.8,28.5,46.0,Moderate Risk
MSME101104,Micro,Manufacturing,2.6,0,1,0,,,,,1,12.0,26800.0,0.246,13.84,0,,,,,,0,,,,,1,,47.3,,,47.3,Moderate Risk
MSME101105,Small,Construction,1.5,1,0,1,5.0,1.79,173200.0,8.0,0,,,,,0,,,,,,0,,,,,0,13.5,,,,13.5,High Risk
MSME101106,Micro,Textile,4.2,0,0,0,,,,,1,10.0,29000.0,0.535,16.28,1,20300.0,88.7,1.09,0.497,65.1,0,,,,,0,,37.7,43.9,,41.1,Moderate Risk
MSME101107,Micro,Manufacturing,1.5,1,1,1,5.0,-3.73,27500.0,8.0,1,2.0,11700.0,0.712,19.35,0,,,,,,0,,,,,1,11.9,30.5,,,20.4,High Risk
MSME101108,Medium,Textile,17.7,0,0,1,95.8,13.49,1702300.0,1.0,0,,,,,0,,,,,,1,110.0,95.3,17800.0,11.54,0,79.9,,,68.3,76.0,Low Risk
MSME101109,Micro,Trading/Retail,4.0,0,0,0,,,,,1,8.0,22500.0,0.43,15.42,0,,,,,,0,,,,,1,,41.1,,,41.1,Moderate Risk
MSME101110,Micro,Manufacturing,4.4,0,0,0,,,,,1,7.0,23800.0,0.462,9.51,1,12500.0,55.8,0.44,0.287,38.3,0,,,,,0,,45.5,55.7,,51.1,Moderate Risk
MSME101111,Micro,Trading/Retail,9.5,0,1,0,,,,,1,10.0,37800.0,0.35,6.02,1,24500.0,69.8,0.32,0.339,50.8,0,,,,,0,,51.4,48.5,,49.8,Moderate Risk
MSME101112,Micro,Trading/Retail,1.3,1,0,0,,,,,1,8.0,23300.0,0.429,16.83,0,,,,,,0,,,,,0,,39.9,,,39.9,High Risk
MSME101113,Medium,Trading/Retail,4.5,0,0,1,82.4,0.61,2830300.0,1.0,1,818.0,1909100.0,0.166,7.65,1,1179100.0,51.8,1.09,0.235,35.9,0,,,,,0,69.4,68.9,63.1,,67.0,Low Risk
MSME101114,Medium,Trading/Retail,5.4,1,0,0,,,,,1,13.0,28400.0,0.339,6.73,0,,,,,,1,76.0,71.3,14700.0,-6.09,0,,51.1,,47.0,49.6,Moderate Risk
MSME101115,Micro,Textile,1.6,0,1,0,,,,,1,6.0,22300.0,0.385,14.53,1,15600.0,100.9,0.36,0.634,73.8,0,,,,,0,,43.0,30.9,,36.4,High Risk
MSME101116,Micro,Services,2.5,1,0,0,,,,,1,9.0,18600.0,0.511,18.47,0,,,,,,1,6.0,5.0,10800.0,1.17,0,,36.4,,15.7,28.6,High Risk
MSME101117,Small,Agriculture & Allied,3.3,1,0,0,,,,,1,9.0,15700.0,0.643,13.49,1,10900.0,89.4,-0.01,0.469,72.0,0,,,,,0,,37.4,34.9,,36.0,High Risk
MSME101118,Micro,Services,11.0,0,1,0,,,,,1,17.0,22800.0,0.475,13.13,0,,,,,,0,,,,,0,,42.2,,,42.2,Moderate Risk
MSME101119,Small,Food Processing,14.0,0,0,1,93.7,5.49,345900.0,1.0,1,119.0,318600.0,0.127,0.1,1,201700.0,25.4,1.35,0.19,14.0,0,,,,,0,76.5,64.2,75.2,,72.4,Low Risk
MSME101120,Small,Trading/Retail,7.6,0,0,1,16.4,-10.18,231500.0,2.0,1,54.0,103500.0,0.394,1.09,0,,,,,,0,,,,,0,30.6,55.4,,,41.9,Moderate Risk
MSME101121,Micro,Services,5.1,0,1,0,,,,,1,12.0,33900.0,0.629,10.7,1,14900.0,76.9,0.67,0.436,61.0,0,,,,,0,,40.3,45.2,,43.0,Moderate Risk
MSME101122,Small,Manufacturing,12.6,0,1,1,86.8,14.27,297900.0,1.0,1,98.0,218000.0,0.198,3.66,1,158200.0,43.4,1.2,0.172,0.0,0,,,,,0,75.7,58.9,74.3,,70.3,Low Risk
MSME101123,Micro,Agriculture & Allied,10.0,0,0,1,15.5,-0.7,41600.0,3.0,1,9.0,22400.0,0.524,12.87,0,,,,,,0,,,,,0,30.5,41.0,,,35.3,High Risk
MSME101124,Micro,Agriculture & Allied,21.3,0,0,1,88.5,-2.79,47300.0,1.0,1,13.0,47600.0,0.175,5.71,0,,,,,,1,4.0,93.3,19500.0,5.04,0,71.4,56.2,,64.9,64.6,Low Risk
MSME101125,Micro,Trading/Retail,1.1,0,0,1,48.0,-10.31,23600.0,1.0,1,7.0,9800.0,0.373,12.69,0,,,,,,1,5.0,61.4,16600.0,3.31,0,48.9,45.0,,47.1,47.1,Moderate Risk
MSME101126,Micro,Food Processing,5.6,1,0,0,,,,,1,14.0,20700.0,0.757,12.4,0,,,,,,0,,,,,0,,35.6,,,35.6,High Risk
MSME101127,Small,Food Processing,3.5,0,0,0,,,,,1,17.0,19900.0,0.45,11.77,1,13100.0,59.4,0.64,0.52,54.9,1,17.0,60.1,13400.0,-9.82,0,,44.0,47.0,39.1,44.2,Moderate Risk
MSME101128,Small,Services,1.3,1,0,1,63.1,-7.0,307300.0,3.0,1,83.0,175800.0,0.468,14.58,1,78700.0,41.1,1.33,0.376,51.5,0,,,,,0,52.4,42.2,59.9,,52.0,Moderate Risk
MSME101129,Medium,Trading/Retail,5.6,0,1,0,,,,,1,11.0,21200.0,0.351,10.02,0,,,,,,1,64.0,51.6,18200.0,-1.67,0,,47.9,,40.5,45.1,Moderate Risk
MSME101130,Medium,Food Processing,19.9,0,0,1,96.9,11.65,2356300.0,1.0,1,794.0,2237500.0,0.183,1.62,0,,,,,,1,118.0,97.3,16500.0,2.77,0,79.9,73.3,,64.7,74.3,Low Risk
MSME101131,Micro,Construction,2.1,1,0,1,36.5,-6.03,52800.0,7.0,1,19.0,29400.0,0.541,10.28,0,,,,,,0,,,,,0,29.4,43.0,,,35.6,High Risk
MSME101132,Micro,Manufacturing,26.5,0,0,1,97.1,-10.21,49500.0,2.0,1,28.0,39600.0,0.126,4.87,1,35100.0,33.0,1.56,0.275,12.7,0,,,,,0,71.0,58.4,73.5,,68.2,Low Risk
MSME101133,Small,Services,10.1,0,0,1,86.0,-1.34,260600.0,1.0,1,66.0,136900.0,0.159,5.67,1,98300.0,54.2,1.34,0.383,18.2,1,22.0,46.0,13700.0,8.53,0,70.6,57.6,64.2,40.7,60.9,Low Risk
MSME101134,Medium,Trading/Retail,12.9,0,0,1,97.4,9.73,2267000.0,2.0,1,776.0,1781100.0,0.088,4.46,1,1664300.0,22.2,2.3,0.164,0.0,0,,,,,0,77.1,72.9,86.4,,79.1,Low Risk
MSME101135,Micro,Agriculture & Allied,12.9,0,1,0,,,,,1,9.0,28900.0,0.578,11.51,0,,,,,,0,,,,,0,,40.8,,,40.8,Moderate Risk
MSME101136,Micro,Trading/Retail,7.6,0,1,0,,,,,1,10.0,34700.0,0.554,5.76,0,,,,,,0,,,,,0,,46.5,,,46.5,Moderate Risk
MSME101137,Micro,Trading/Retail,4.0,0,1,1,21.6,3.39,41800.0,8.0,1,10.0,23100.0,0.281,8.86,0,,,,,,0,,,,,0,22.3,50.7,,,35.2,High Risk
MSME101138,Micro,Manufacturing,1.5,1,0,0,,,,,1,5.0,19900.0,0.38,14.47,0,,,,,,1,0.0,5.2,11700.0,4.93,0,,43.2,,17.8,33.7,High Risk
MSME101139,Small,Textile,2.1,1,1,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME101140,Micro,Construction,8.4,0,0,0,,,,,1,8.0,29500.0,0.653,12.06,1,11300.0,73.2,0.25,0.463,61.4,0,,,,,0,,38.4,41.9,,40.3,Moderate Risk
MSME101141,Small,Trading/Retail,4.1,1,1,1,10.4,10.2,245200.0,3.0,0,,,,,0,,,,,,0,,,,,0,31.3,,,,31.3,High Risk
MSME101142,Small,Trading/Retail,2.4,0,0,1,47.7,-8.62,221400.0,7.0,1,49.0,98200.0,0.505,8.99,1,31900.0,87.2,0.69,0.616,69.5,0,,,,,0,34.3,45.6,37.1,,38.6,High Risk
MSME101143,Small,Construction,6.7,0,1,0,,,,,1,17.0,28900.0,0.652,10.79,1,20200.0,69.4,0.29,0.45,43.5,1,20.0,49.1,14700.0,0.05,0,,39.7,46.8,38.7,42.5,Moderate Risk
MSME101144,Micro,Manufacturing,7.3,0,0,1,68.4,-10.47,39400.0,1.0,1,4.0,24600.0,0.272,2.88,0,,,,,,0,,,,,0,59.1,56.1,,,57.7,Moderate Risk
MSME101145,Micro,Trading/Retail,9.5,0,0,1,33.2,14.69,48500.0,4.0,1,16.0,37900.0,0.435,13.12,1,22800.0,40.9,1.36,0.228,40.1,1,4.0,60.6,15000.0,4.66,0,41.5,43.2,66.4,46.7,50.2,Moderate Risk
MSME101146,Small,IT/ITES,2.8,0,1,1,14.3,4.11,287000.0,8.0,1,45.0,99800.0,0.898,16.71,0,,,,,,1,13.0,8.5,13700.0,0.44,1,18.9,28.8,,18.2,22.3,High Risk
MSME101147,Small,Trading/Retail,5.1,1,0,1,27.9,1.84,322700.0,1.0,1,77.0,154100.0,0.276,6.86,0,,,,,,0,,,,,0,42.5,53.8,,,47.6,Moderate Risk
MSME101148,Micro,Services,2.9,1,1,0,,,,,1,6.0,23500.0,0.341,15.68,1,20500.0,65.3,0.63,0.415,67.3,0,,,,,0,,43.1,46.3,,44.8,Moderate Risk
MSME101149,Small,Trading/Retail,1.8,1,1,1,6.0,8.58,362700.0,4.0,1,56.0,200300.0,0.453,13.77,1,78500.0,81.8,0.26,0.71,50.3,0,,,,,0,26.1,42.8,36.1,,34.5,High Risk
MSME101150,Micro,Construction,11.5,0,0,1,88.8,4.4,38300.0,2.0,1,3.0,25000.0,0.279,12.82,1,9600.0,68.8,1.68,0.483,44.4,0,,,,,0,71.2,47.2,56.3,,58.9,Moderate Risk
MSME101151,Small,Construction,11.0,0,0,1,59.3,6.93,322500.0,2.0,1,104.0,208500.0,0.157,6.6,1,163600.0,61.7,1.51,0.183,34.3,0,,,,,0,57.2,57.5,66.3,,60.5,Low Risk
MSME101152,Micro,Manufacturing,1.1,0,0,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME101153,Micro,Food Processing,5.8,0,0,1,8.0,5.61,40400.0,2.0,1,7.0,22000.0,0.461,11.44,0,,,,,,0,,,,,0,31.2,43.8,,,36.9,High Risk
